Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
IOCJY,IOCHPE-MAXION SA S/ADR,Pink Limited,0.603000,,0,ADRs,Brazil,
KMFI,KELLER MFG CO INC,Pink Limited,0.041450,,0,Common Stock,USA,Kentucky
JNSH,JNS HOLDINGS CORP,OTCID,0.001800,,0,Common Stock,USA,Illinois
KMGGF,KUMAGAI ORD NEW,Pink Limited,29.050000,,0,Foreign Ordinary Shares,Japan,
LOGN,LOGANSPORT FINCL CORP,OTCQB,31.650000,-0.006516,268,Common Stock,USA,Indiana
MAHN,MID-ATLANTIC HM HLTH NTWK,OTCID,0.110000,,0,Common Stock,China,
MLCMF,MILLICOM INTL CELLLR DEP,Pink Limited,30.000000,,0,Foreign Ordinary Shares,USA,Florida
NGCG,NEW GENERATION CONSUMER,OTCID,0.000300,0.200000,377777,Common Stock,USA,Arizona
OMCC,OLD MARKET CAPITAL CORP,OTCID,3.513600,0.060357,37323,Common Stock,USA,Nebraska
NIDB,NORTHEAST INDIANA BNCRP,OTCQB,21.650000,-0.012867,514,Common Stock,USA,Indiana
PBMFF,PACIFIC BAY MINERALS LTD,Pink Limited,0.041800,,0,Foreign Ordinary Shares,Canada,British Columbia
PAASF,PAN AMER SLVR CVR 2/22/29,Pink Limited,0.630000,-0.045455,557018,Rights,Canada,British Columbia
CDSG,CHINA DONGSHENG INTL INC,OTCID,0.002735,-0.023214,3094215,Common Stock,Canada,Ontario
PREJF,PARTNERRE PFD SHS SER J,Pink Limited,17.060000,0.003529,3926,Preferred Stock,Bermuda,
PTEEF,PLAINTREE SYSTEMS INC,Pink Limited,0.035600,,0,Foreign Ordinary Shares,Canada,Ontario
PHRZF,PHAROL SGPS SA ORD,Pink Limited,0.075900,,0,Foreign Ordinary Shares,Portugal,
HBRIY,HARBOUR ENRGY PLC S/ADR,Pink Limited,3.300000,0.089109,3553,ADRs,United Kingdom,
PMOIF,HARBOUR ENERGY PLC,Pink Limited,3.480000,0.139116,153158,Foreign Ordinary Shares,United Kingdom,
PSCO,PROTOSOURCE CORP,OTCID,0.010500,,0,Common Stock,Malaysia,
REDW,REDWOOD FINANCIAL INC,OTCID,220.000000,,0,Common Stock,USA,Minnesota
PAYD,PAID INC,Pink Limited,2.895000,,0,Common Stock,USA,Massachusetts
KKPNF,KONINKLIJKE KPN NV,Pink Limited,4.690000,-0.016771,15086,Foreign Ordinary Shares,The Netherlands,
KKPNY,ROYAL KPN NV S/ADR,Pink Limited,4.960000,0.035491,323224,ADRs,The Netherlands,
RUPRF,RUPERT RESOURCES LTD,OTCQX,5.340000,-0.041293,67118,Foreign Ordinary Shares,Canada,British Columbia
RUSMF,RUSSEL METALS INC,Pink Limited,36.000000,0.017740,25351,Foreign Ordinary Shares,Canada,Ontario
RUSMY,RUSSEL METALS INC U/ADR,Pink Limited,0.000000,,0,ADRs,Canada,Ontario
SAPGF,SAP SE ORD,Pink Limited,202.170000,-0.133470,11228,Foreign Ordinary Shares,Germany,
SNLC,SECURITY NATL CP SIOUX CY,OTCID,174.000000,,0,Common Stock,USA,South Dakota
SRNN,STHN BANC CO INC,OTCID,10.427400,0.001768,2571,Common Stock,USA,Alabama
VMTG,VICTOR MINING INDUSTRY GP,Pink Limited,0.040000,0.333333,12505,Common Stock,Australia,New South Wales
TMMI,TMM INC,OTCID,0.012000,0.200000,58700,Common Stock,USA,Nevada
TAIT,TAITRON COMPONENTS INC A,OTCID,1.730000,0.017647,27412,Common Stock,USA,California
TATYF,TATE & LYLE PLC ORD NEW,OTCQX,4.920000,,0,Foreign Ordinary Shares,United Kingdom,
TATYY,TATE & LYLE PLC S/ADR,OTCQX,21.080000,-0.008271,259,ADRs,United Kingdom,
SMEV,SIMULATED ENVIR CNCPTS,OTCID,0.006600,,0,Common Stock,USA,Wyoming
CBGH,CHINA YIBAI UNITED G/I HL,OTCID,0.001900,,0,Common Stock,Canada,Ontario
CDNPV,CITIGROUP D/S PFD SER II,Pink Limited,25.070000,-0.002784,3310375,Preferred Stock,USA,New York
CTLPP,CANTALOUPE INC PFD,Pink Limited,56.000000,,10,Preferred Stock,USA,Pennsylvania
OVTZ,OCULUS INC,OTCQB,0.025800,-0.140000,36603,Foreign Ordinary Shares,Canada,British Columbia
AERG,APPLIED ENERGETICS INC,OTCQB,1.490000,0.027586,105049,Common Stock,USA,Arizona
AERGP,APPLIED ENERGETIC PFD A,OTCID,0.000000,,0,Preferred Stock,USA,Arizona
EXHI,EXLITES HOLDINGS INTL INC,OTCID,0.400000,,0,Common Stock,USA,Florida
UBOH,UNITED BNCSHS CLMBUS GRVE,OTCQX,40.000000,-0.024152,900,Common Stock,USA,Ohio
UOVEF,UNITED OVERSEAS BANK ORD,Pink Limited,32.000000,0.016196,134,Foreign Ordinary Shares,Singapore,
UOVEY,UNITED OVRSEAS BK S/ADR,Pink Limited,60.980000,-0.006679,57231,ADRs,Singapore,
VARXF,BOE VARITRONIX LTD ORD,Pink Limited,0.666300,,0,Foreign Ordinary Shares,Hong Kong,
VASO,VASO CORPORATION,OTCQX,0.176550,0.014655,47229,Common Stock,USA,New York
SVNLF,SVENSKA HANDELSBANKEN NEW,Pink Limited,16.026000,,62,Foreign Ordinary Shares,Sweden,
SVNLY,SVENSKA HANDELSBK UNS/ADR,Pink Limited,7.970000,-0.004994,100071,ADRs,Sweden,
CONC,CONECTISYS CORP,Pink Limited,1.000000,,0,Common Stock,USA,Washington
GSFD,GLOBAL SEAFOOD TECH INC,Pink Limited,0.080000,,0,Common Stock,USA,Mississippi
WSTL,WESTELL TECHS INC A NEW,OTCID,6.330000,0.000000,3881,Common Stock,USA,Illinois
BDRLQ,BLONDER TONGUE LABS INC,Pink Limited,0.021900,0.724409,10427,Common Stock,USA,New Jersey
INBP,INTEGRATED BIOPHARMA INC,OTCQX,0.320000,-0.047477,38283,Common Stock,USA,New Jersey
EIPAF,ENI SPA ROMA (ITALY),Pink Limited,20.100000,,16,Foreign Ordinary Shares,USA,New York
GVSI,GOOD VIBRATIONS SHOES INC,Pink Limited,0.000900,,0,Common Stock,USA,Nevada
MRES,INSTITUTE OF BIOMED RESH,OTCID,0.003500,,0,Common Stock,United Arab Emirates,
HWKDF,HAWKEYE GOLD&DIAMOND INC,Pink Limited,0.034700,,0,Foreign Ordinary Shares,Canada,British Columbia
MLMN,MILLENNIUM PRIME INC,OTCID,0.003389,,0,Common Stock,USA,Florida
INGVF,ING GROEP NV,Pink Limited,28.845000,,0,Other Security Type,The Netherlands,
NCSYF,NICE SYSTEMS LTD ORD,Pink Limited,108.000000,-0.009174,100,Foreign Ordinary Shares,Israel,
BESIY,BE SMCNDCTR INDUS S/ADR,Pink Limited,196.745000,-0.031719,2490,ETFs,The Netherlands,
BESVF,BE SMCNDCTR INDUS N V,Pink Limited,193.850000,-0.068298,56,Foreign Ordinary Shares,The Netherlands,
GXYEF,GALAXY ENTMNT GROUP ORD,Pink Limited,5.316000,-0.029927,1404,Foreign Ordinary Shares,China,Hong Kong
GXYYY,GALAXY ENTMT GRP U/ADR,Pink Limited,25.760000,-0.040953,17418,ADRs,China,Hong Kong
SMAL,SUMMIT BANCSHS CALIF,OTCID,58.050000,,0,Common Stock,USA,California
CIWV,CITZNS FINCL CORP W VA,OTCID,35.640000,-0.010000,1500,Common Stock,USA,West Virginia
CEFC,COMML NATL FINCL CRP MICH,OTCID,14.000000,,0,Common Stock,USA,Michigan
CMTV,COMMUTY BANCORP VT,OTCQX,29.010000,0.036071,14630,Common Stock,USA,Vermont
PHSE,PRIDE HOLDINGS GROUP,OTCQB,0.083000,-0.066367,40080,Common Stock,USA,Florida
UNPA,UNB CORP (PA),OTCID,88.000000,,0,Common Stock,USA,Pennsylvania
BCII,BCII ENTERPRISES INC,OTCID,0.013200,0.000000,24902,Common Stock,USA,Florida
RNVT,RENOVATE NEIGHBORHOODS,OTCID,0.005000,,0,Common Stock,USA,Georgia
XONI,XTREME ONE ENTERTAINMENT,OTCID,0.052700,-0.005660,32094,Common Stock,USA,Michigan
SPEV,SHOREPOWER TECHNOLOGIES,OTCID,0.015000,,0,Common Stock,USA,Oregon
AMFC,AMB FINANCIAL CORP,OTCID,32.600000,0.001536,100,Common Stock,USA,Indiana
CRZY,CRAZY WOMAN CREEK BANCORP,Pink Limited,29.890000,-0.002003,1732,Common Stock,USA,Wyoming
GPFOF,GRUPO FIN INBURSA SA O,Pink Limited,2.620000,0.050100,600,Foreign Ordinary Shares,Mexico,
FFDF,FFD FINANCIAL CORP,OTCID,36.500000,,0,Common Stock,USA,Ohio
KLIB,KILLBUCK BANCSHARES INC,OTCID,151.270000,,0,Common Stock,USA,Ohio
TREP,AFINIDA INC,OTCID,0.013600,,1,Common Stock,USA,California
MPVDF,MOUNTAIN PROVINCE DIAMNDS,Pink Limited,0.047920,-0.006633,63000,Foreign Ordinary Shares,Canada,Ontario
IRCKF,INTER-ROCK MINERALS CDA,Pink Limited,0.740000,,0,Foreign Ordinary Shares,Canada,Ontario
VOYJF,VALMET OYJ,Pink Limited,32.582400,,0,Foreign Ordinary Shares,Finland,
DROP,FUSE SCIENCE INC,OTCID,0.002010,-0.042857,132000,Common Stock,Canada,Ontario
FUUN,FUTURENET INC,OTCID,0.016450,,0,Common Stock,Hong Kong,
EBSH,EMPIRE BANCSHARES INC,OTCID,19.200000,,0,Common Stock,USA,Ohio
SGLFF,SGL GROUP ORD,Pink Limited,4.520000,,0,Foreign Ordinary Shares,Germany,
DTRK,DATATRAK INTL INC,Pink Limited,0.750000,,0,Common Stock,USA,Texas
ATWT,ATWEC TECHS INC,Pink Limited,0.001180,-0.056000,2106034,Common Stock,USA,Oklahoma
NORD,NORDICUS PARTNERS CORP,OTCQB,3.700000,-0.086420,200,Common Stock,USA,California
BDCM,BROADCAST MKTNG GROUP INC,OTCID,0.008000,,0,Common Stock,China,
JPOTF,JACKPOT DIGITAL INC NEW,OTCQB,0.068100,0.050926,233147,Foreign Ordinary Shares,Canada,British Columbia
EAXR,EALIXIR INC,OTCID,0.840000,0.363459,450,Common Stock,USA,Florida
AXAHF,AXA SA ORD,OTCQX,44.510000,-0.029861,1525,Foreign Ordinary Shares,France,
AXAHY,AXA S/ADR,OTCQX,45.860000,0.007691,112304,ADRs,France,
SLDX,STELLA DIAGNOSTICS INC,OTCID,0.015479,,1,Common Stock,USA,Utah
ICTSF,ICTS INTL NV,OTCQB,3.500000,,0,Foreign Ordinary Shares,The Netherlands,
ECIA,ENCISION INC,Pink Limited,0.103700,-0.451323,6345,Common Stock,USA,Colorado
DYNR,DYNARESOURCE INC,OTCQX,1.500000,0.019714,4369,Common Stock,USA,Texas
DASTF,DASSAULT SYSTEMS,Pink Limited,26.900000,-0.037567,4600,Foreign Ordinary Shares,France,
DASTY,DASSAULT SYSTEMES SA ADR,Pink Limited,27.570000,-0.039373,1916872,ADRs,France,
MGTI,MGT CAPITAL INVTS INC,OTCID,0.002900,-0.147059,851443,Common Stock,USA,Florida
HERF,RED OAK HEREFORD FARMS,OTCID,0.006100,0.297872,200,Common Stock,USA,California
USDMY,USINAS SA S/GDR,Pink Limited,26.230000,,0,New York Registry Shs,Brazil,
USNZY,USINAS SA B PFD S/ADR,Pink Limited,1.350000,-0.035714,342730,ADRs,Brazil,
PFFVF,PFEIFFER VACUUM TECH ORD,Pink Limited,200.000000,,0,Foreign Ordinary Shares,Germany,
RAFA,RAFARMA PHARMA (WY),OTCID,0.049825,0.114404,208081,Common Stock,USA,Utah
KNOS,KRONOS ADVANCED TECHS INC,Pink Limited,0.003500,0.004304,74000,Common Stock,USA,West Virginia
FXLG,F S BANCORP LAGRANGE IN,OTCID,42.850000,,0,Common Stock,USA,Indiana
TVTV,WHEREVERTV BROADCASTING,Pink Limited,0.058000,0.000000,40814,Common Stock,USA,Florida
OICT,OICINTRA INC,OTCID,11.499900,,14,Common Stock,USA,Florida
WHLM,WILHELMINA INTL INC,Pink Limited,3.550000,,0,Common Stock,USA,Texas
SSRGF,SSR MNG INC CDI,Pink Limited,24.500000,,0,Other Security Type,USA,Colorado
BSEG,BIG SCREEN ENTMT GRP INC,OTCID,0.015850,-0.165789,9462,Common Stock,USA,California
SBSAA,SPANISH BRDCSTNG SYS A,Pink Limited,0.360000,,0,Common Stock,USA,Florida
ICBU,IMD COMPANIES INC,OTCID,0.000987,-0.013000,12802670,Common Stock,USA,California
PURE,PURE BIOSCIENCE,OTCQB,0.048212,-0.026020,64913,Common Stock,USA,California
LIMX,LIMITLESS X HOLDINGS INC,OTCQX,1.000000,,5,Common Stock,USA,California
FMCQF,FRESENIUS MED CARE AG ORD,Pink Limited,45.000000,,0,Foreign Ordinary Shares,Germany,
BSEM,BIOSTEM TECHNOLOGIES NEW,OTCID,7.046000,-0.083745,169319,Common Stock,USA,Florida
CRWE,CROWN EQUITY HLDGS INC,OTCID,1.040000,,0,Common Stock,USA,Nevada
FACO,FIRST ACCEPTANCE CORP,OTCQX,4.100000,0.000000,2500,Common Stock,USA,Tennessee
BSTK,BRITE-STRIKE TACTICAL INC,OTCID,0.013130,,0,Common Stock,USA,Massachusetts
MTEI,MOUNTAIN ENERGY INC,Pink Limited,0.004500,0.250000,1800,Common Stock,USA,California
IMBBF,IMPERIAL BRANDS PLC ORD,OTCQX,42.240000,-0.003021,3023,Foreign Ordinary Shares,United Kingdom,
IMBBY,IMPERIAL BRANDS PLC ADR,OTCQX,41.780000,-0.001911,208978,ADRs,United Kingdom,
JFBC,JEFFERSONVILLE BANCORP,OTCQB,22.020000,-0.021333,187,Common Stock,USA,New York
QEPC,Q.E.P. CO INC,OTCQX,41.000000,0.036662,417,Common Stock,USA,Florida
GRLFD,GREEN LEAF INNOVATNS NEW,OTCID,0.090000,0.168831,4399,Common Stock,USA,Florida
MCAP,MCAP INC,OTCID,7.250000,,0,Common Stock,USA,Florida
WWRL,WORLD WIRELESS COMMUN INC,Pink Limited,0.004000,,0,Common Stock,USA,California
NATM,NATAMA INVESTMENT GROUP,Pink Limited,0.260725,,0,Common Stock,USA,Oregon
OLVI,OLIVEDA INTERNATIONAL INC,OTCID,0.249900,0.098462,6420,Common Stock,USA,California
EQTL,EQUITECH INTL CORP,OTCID,1.500000,,0,Common Stock,USA,North Carolina
RANKF,RANK GROUP PLC ORD,Pink Limited,0.900000,,0,Foreign Ordinary Shares,United Kingdom,
DVTC,DEVELOPMENT TECHNOLOGIES,OTCID,5.000000,,15,Common Stock,USA,New York
CFRHF,CIE FINANCIERE RICHMN NEW,Pink Limited,191.000000,-0.025212,630,Foreign Ordinary Shares,Switzerland,
TOPPY,TOPPAN HLDGS S/ADR,Pink Limited,15.250000,,13,ADRs,Japan,
CFRUY,COMPAGNIE FNCE RCH UN/ADR,Pink Limited,19.330000,0.000000,805843,ADRs,Switzerland,
OPUS,OPUS MAGNUM AMERIS INC,OTCID,0.030500,,0,Common Stock,USA,Florida
GMPW,GIVEMEPOWER CORP,Pink Limited,0.012800,,0,Common Stock,USA,California
AMTY,AMERITYRE CORP,OTCID,0.040000,0.052632,31050,Common Stock,USA,Nevada
BXLC,BEXIL CORP,OTCID,65.000000,,0,Common Stock,USA,New York
SCRYY,SCOR S/ADR,Pink Limited,3.290000,0.012308,5824,ADRs,France,
SZCRF,SCOR SHS PROV REGPT,Pink Limited,30.410000,,0,Foreign Ordinary Shares,France,
CARV,CARVER BANCORP INC,OTCQB,1.767000,-0.065079,5978,Common Stock,USA,New York
RWWI,RAND WORLDWIDE INC,Pink Limited,16.000000,0.000000,25936,Common Stock,USA,Maryland
UAMM,UA MULTIMEDIA INC,Pink Limited,0.002600,0.000000,30000,Common Stock,USA,California
IGPK,INTEGRATED CANNABIS SLTNS,Pink Limited,0.000900,-0.100000,1900242,Common Stock,Canada,British Columbia
AIMLF,AI / ML INNOVATIONS INC,OTCQB,0.026880,0.058685,223633,Foreign Ordinary Shares,Canada,British Columbia
SEBC,SOESTRN BANKING CORP,OTCID,26.490000,0.012034,300,Common Stock,USA,Georgia
SGDH,AI METAVERSE HOLDINGS CP,Pink Limited,1.000000,,0,Common Stock,USA,California
AWCA,AWAYSIS CAPITAL INC,Pink Limited,0.155000,,0,Common Stock,USA,Florida
SVBL,SILVER BULL RESOURCES NEW,OTCQB,0.240000,0.018676,63738,Foreign Ordinary Shares,Canada,British Columbia
SDCHD,SIDECHANNEL INC NEW,OTCQB,2.878000,0.031541,7818,Common Stock,USA,Massachusetts
HCMLF,HOLCIM LTD,Pink Limited,103.000000,,65,Foreign Ordinary Shares,Switzerland,
HCMLY,HOLCIM LTD UNSP/ADR,Pink Limited,20.800000,0.008729,92680,ADRs,Switzerland,
NCRRP,NCR VOYIX CORP A 5.5 PFD,Pink Limited,1075.000000,,0,Preferred Stock,USA,Georgia
DTEGF,DEUTSCHE TELEKOM AG REG,OTCQX,32.830000,0.031093,1210,Foreign Ordinary Shares,Germany,
DTEGY,DEUTSCHE TELEKOM AG S/ADR,OTCQX,33.040000,0.014742,314418,ADRs,Germany,
NBRY,NEWBERRY SPECIALTY BAKERS,OTCID,0.430000,,0,Common Stock,China,
ITNF,INTERNET INFINITY INC,Pink Limited,0.019000,,0,Common Stock,USA,Texas
ETER,ENTERRA CORPORATION,OTCID,0.023000,,0,Common Stock,USA,New York
PTIX,PROTAGENIC THERAPEUTICS,Pink Limited,0.500000,-0.036609,3605,Common Stock,USA,New York
PTIXW,PROTAGENIC THERAPUTCS WTS,Pink Limited,0.029900,,0,Warrants,USA,New York
CTOHF,CITIGOLD CORP LTD ORD,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Australia,Queensland
NVSEF,NOVARTIS AG BASEL AKT,Pink Limited,142.040000,0.000423,782,Foreign Ordinary Shares,Switzerland,
ASEJF,APT SATELLITE HOLDINGS,Pink Limited,0.530155,-0.153107,100,Foreign Ordinary Shares,China,Hong Kong
FNMA,FANNIE MAE,OTCQB,8.350000,0.027060,6806597,Common Stock,USA,Washington DC
FNMAG,FANNIE MAE M/A5.375 PR I,OTCQB,19.000000,-0.015544,200,Preferred Stock,USA,Washington DC
FNMAH,FANNIE MAE MTG ASSN P PFD,OTCQB,9.966000,0.032746,868,Preferred Stock,USA,Washington DC
FNMAI,FANNIE MAE MTG/A PFD Q,OTCQB,10.220000,-0.040376,295,Preferred Stock,USA,Washington DC
FNMAJ,FANNIE MAE M/A7.625PR R,OTCQB,10.585000,0.025678,18499,Preferred Stock,USA,Washington DC
FNMAK,FANNIE MAE N PFD,OTCQB,18.650000,-0.009033,600,Preferred Stock,USA,Washington DC
FNMAL,FANNIE MAE M/A 4.75 M,OTCQB,19.000000,,0,Preferred Stock,USA,Washington DC
FNMAM,FANNIE MAE 5.81 PFD H,OTCQB,19.100000,0.002625,245,Preferred Stock,USA,Washington DC
FNMAN,FANNIE MAE M/A 5.125 L,OTCQB,19.230000,0.006806,960,Preferred Stock,USA,Washington DC
FNMAO,FANNIE MAE VAR RTE G PFD,OTCQB,17.250000,0.005831,1155,Preferred Stock,USA,Washington DC
BQMCY,BANK OF AFRICA SP GDS,Pink Limited,0.000000,,0,ADRs,Morocco,
FNMAP,FANNIE MAE VAR RTE F PFD,OTCQB,17.700000,-0.002817,3535,Preferred Stock,USA,Washington DC
FNMAS,FANNIE MAE M/A 8.25 PR S,OTCQB,12.580000,0.029460,1373075,Preferred Stock,USA,Washington DC
FNMAT,FANNIE MAE 8.235% PFD T,OTCQB,11.100000,0.037383,100694,Preferred Stock,USA,Washington DC
FNMFM,FED NAT MTGE ASSN E PFD,OTCID,17.500000,0.029412,877,Preferred Stock,USA,Washington DC
FNMFN,FED NAT MTGE ASSN O PFD,OTCQB,21.000000,0.017442,1000,Preferred Stock,USA,Washington DC
FNMFO,FED NAT MTG ASSN PFD,OTCID,41000.000000,-0.023810,1,Preferred Stock,USA,Washington DC
TLTZF,TELE2 AB ORD B SHS NEW,Pink Limited,16.810000,,0,Foreign Ordinary Shares,Sweden,
TLTZY,TELE2 AB UNSP/ADR,Pink Limited,9.125000,0.025857,945,ADRs,Sweden,
CBDD,CBD OF DENVER INC,OTCID,0.000100,99.000000,769738,Common Stock,Switzerland,
LIFD,LFTD PARTNERS INC,OTCQB,0.228000,,0,Common Stock,USA,Florida
VBREY,VIBRA ENERGIA SA S/ADR,Pink Limited,11.122500,0.010218,16881,ADRs,Brazil,
PRMO,PROM RESOURCES INC NEW,OTCID,0.040000,,0,Common Stock,USA,Florida
PCLB,PINNACLE BANCSHARES INC,Pink Limited,33.050000,,0,Common Stock,USA,Alabama
CHEAF,CHINA EASTN AIRL LTD H,Pink Limited,0.628100,,0,Foreign Ordinary Shares,China,
CHNEY,CHINA EASTN AIRLN H U/ADR,Pink Limited,11.520000,,0,ADRs,China,
FBDS,FUSS BRANDS CORP.,Pink Limited,0.056700,,0,Common Stock,USA,New York
MNTR,MENTOR CAPITAL INC,OTCQB,0.082000,0.000000,12150,Common Stock,USA,Texas
FMBM,F & M BANK CORP,OTCQX,30.590000,0.003280,801,Common Stock,USA,Virginia
JDWPF,J.D. WEATHERSPOON PLC,Pink Limited,8.830000,,0,Foreign Ordinary Shares,United Kingdom,
JDWPY,J.D. WETHERSPOON S/ADR,Pink Limited,43.000000,,0,ADRs,United Kingdom,
NRPI,NRP STONE INC,OTCID,0.083800,,0,Common Stock,USA,Utah
GUZOF,GRUPO HERDEZ SA CV ORD,Pink Limited,4.400000,0.075795,2500,Foreign Ordinary Shares,Mexico,
ILST,INTL STAR INC,OTCID,0.000200,0.600000,3210000,Common Stock,USA,Delaware
RNDXF,RANGOLD & EXPL ORD,Pink Limited,0.037500,,0,Foreign Ordinary Shares,South Africa,
NMGC,NEOMAGIC CORP,Pink Limited,0.012950,0.044355,100,Common Stock,USA,California
XCRT,XCELERATE INC,OTCID,0.015950,-0.113889,140000,Common Stock,USA,South Carolina
CTTH,CTT PHARMACEUTICAL HLDGS,OTCQB,0.080000,0.049180,100675,Common Stock,USA,Florida
JSDA,JONES SODA CO,OTCQB,0.265000,-0.036364,22025,Foreign Ordinary Shares,USA,Washington
GPOVF,GRUPO CARSO SA DE CV A,Pink Limited,7.450000,,0,Foreign Ordinary Shares,Mexico,
CHBH,CROGHAN BANCSHARES INC,OTCQB,55.000000,-0.016276,541,Common Stock,USA,Ohio
CSBB,CSB BANCORP INC OH,OTCID,58.500000,0.026316,700,Common Stock,USA,Ohio
WHLT,CHASE PACKAGING CORP TEX,OTCID,0.089000,,0,Common Stock,USA,New Jersey
UNVC,UNIVEC INC,OTCID,0.002665,,0,Common Stock,USA,Maryland
CBRF,CYBERFUELS HOLDING CO,OTCID,0.549900,0.078235,34700,Common Stock,USA,Florida
GLBZ,GLEN BURNIE BANCORP,OTCQX,4.400000,-0.039301,15819,Common Stock,USA,Maryland
EATR,EASTERN ASTERIA INC,OTCID,0.000900,-0.100000,5158207,Common Stock,USA,New York
ANDC,ANDOVER BANCORP INC OH,OTCID,18.850000,,149,Common Stock,USA,Ohio
CGPVF,VIRIDIEN,Pink Limited,150.656000,0.115970,3,Foreign Ordinary Shares,France,
VIRDY,VIRIDIEN S/ADR,Pink Limited,143.000000,,23,ADRs,France,
GMZP,GEMZ CORP,OTCID,0.000400,0.333333,7000000,Common Stock,China,
PSGR,PERSHING RESOURCES CO INC,Pink Limited,0.008500,0.250000,44600,Common Stock,USA,Nevada
DHTI,DALRADA TECHNOLOGY GROUP,OTCID,0.030000,-0.400000,89200,Common Stock,USA,California
RYAOF,RYANAIR HLDGS PLC ORD NEW,Pink Limited,38.000000,,0,Foreign Ordinary Shares,Ireland,
CBSC,CARDIAC BIOTECH SOLUTION,OTCID,0.030000,,0,Common Stock,USA,Nevada
XTPT,XTRA ENERGY CORP,OTCID,0.939900,-0.096250,78027,Common Stock,USA,Texas
CCWF,CHURCH & CRAWFORD INC NEW,OTCID,0.001600,,0,Common Stock,USA,Oklahoma
EXCH,EXCHANGE BNCSHS INC GA,Pink Limited,70.000000,,0,Common Stock,USA,Georgia
FRFC,FIRST ROBINSON FNCL CORP,OTCID,62.000000,,0,Common Stock,USA,Illinois
SCYT,SECURITY BANCRP INC TN,OTCID,91.000000,,0,Common Stock,USA,Tennessee
GTHP,GUIDED THERAPEUTCS INC,OTCQB,0.498000,-0.004000,4788,Common Stock,USA,Georgia
CFOO,CHINA FOODS HOLDINGS LTD,Pink Limited,0.663900,,0,Common Stock,China,Hong Kong
IDIG,INTL DIGITAL HOLDING INC,OTCID,0.128000,,0,Common Stock,USA,Florida
GAMN,GREAT AMER FOOD CHAIN INC,OTCID,0.059760,,0,Common Stock,USA,Texas
PPBN,PINNACLE BANKSHARES CORP,OTCQX,44.690000,-0.000224,473,Common Stock,USA,Virginia
SVIN,SCHEID VINEYARDS INC A,Pink Limited,1.910000,0.000000,100,Common Stock,USA,California
CAVR,CAVU RESOURCES INC,OTCID,0.000350,0.000000,617500,Common Stock,USA,Oklahoma
MJLB,ULTRACK SYSTEMS INC,OTCID,0.000100,0.000000,10100,Common Stock,Canada,Ontario
RBTK,ZHEN DING RESOURCES INC,OTCID,17.120000,-0.184762,100,Common Stock,Canada,Quebec
SGTM,SUSTAINABLE GREEN TEAM,OTCID,0.101205,-0.022174,30000,Common Stock,USA,Florida
INIS,RADNOSTIX INC,OTCQB,0.072900,0.023445,319376,Common Stock,USA,Idaho
KGKG,KONA GOLD BEVERAGE INC,OTCID,0.000001,-0.980000,618000,Common Stock,USA,Florida
BAMGF,BROOKFIELD CORP A 24,Pink Limited,15.764200,,0,Preferred Stock,Canada,Ontario
BAMKF,BROOKFIELD CORP PREF 26,Pink Limited,12.500000,,0,Preferred Stock,Canada,Ontario
BKAMF,BROOKFIELD CORP PFD A 30,Pink Limited,14.334900,,0,Preferred Stock,Canada,Ontario
BKFAF,BROOKFIELD CORP A 2,Pink Limited,9.330700,,0,Preferred Stock,Canada,Ontario
BKFDF,BROOKFIELD CP PREF A 40,Pink Limited,18.255100,0.014477,2939,Preferred Stock,Canada,Ontario
BKFOF,BROOKFIELD CP PREF A 34,Pink Limited,0.000000,,0,Preferred Stock,Canada,Ontario
BKFPF,BROOKFIELD CP PREF A 51,Pink Limited,11.344600,,0,Preferred Stock,Canada,Ontario
BKPA,BROOKFIELD CP PRF A SER 4,Pink Limited,0.000000,,0,Preferred Stock,Canada,Ontario
BRCFF,BROOKFIELD CP PREF A 42,Pink Limited,15.159400,,0,Preferred Stock,Canada,Ontario
BRFCF,BROOKFIELD CP PREF A 28,Pink Limited,0.000000,,500,Preferred Stock,Canada,Ontario
BROXF,BROOKFIELD CORP  PFD A 37,Pink Limited,15.500000,,0,Preferred Stock,Canada,Ontario
BRPSF,BROOKFIELD CP PREF A 17,Pink Limited,12.980000,,0,Preferred Stock,Canada,Ontario
BXDIF,BROOKFIELD CORP PREF A 13,Pink Limited,9.011300,,0,Preferred Stock,Canada,Ontario
AGPPF,VALTERRA PLATINUM LTD,Pink Limited,110.140000,0.036514,7773,Foreign Ordinary Shares,South Africa,
ANGPY,VALTERRA PLATINUM S/ADR,Pink Limited,17.710000,-0.041667,632126,ADRs,South Africa,
RHCO,READEN HOLDING CORP,OTCID,0.020850,-0.004773,10200,Common Stock,China,
FPWM,CHARLESTOWNE PREMIUM BEV,OTCID,0.000200,0.000000,2000,Common Stock,USA,Nevada
MCIC,MULTICORP INTL INC,Pink Limited,0.000100,,2,Common Stock,USA,California
MGCV,MGC VENTURES INC,Pink Limited,0.110000,,0,Common Stock,USA,Washington
GPLL,GPL HLDGS INC,OTCID,0.058900,,0,Common Stock,USA,California
GECSF,GLOBAL ED CMNTYS CORP,OTCQB,0.278000,-0.024561,800,Foreign Ordinary Shares,Canada,British Columbia
SHCAF,SHARP CORP,Pink Limited,5.110000,,0,Foreign Ordinary Shares,Japan,
